0	0
66	66
132	132
198	198
264	264
330	330
396	396
462	462
528	528
594	594
660	660
726	726
792	792
858	858
924	924
990	990
1716	1056
1782	1122
1848	1188
1914	1254
1980	1320
2046	1386
2112	1452
2178	1518
2244	1584
2310	1650
2376	1716
2442	1782
2508	1848
2574	1914
2640	1980
2706	2046
2772	2112
2838	2178
2904	2244
2970	2310
3036	2376
3102	2442
3168	2508
3234	2574
4290	2640
4356	2706
4422	2772
4488	2838
4554	2904
4620	2970
4686	3036
4752	3102
4818	3168
4884	3234
4950	3300
5016	3366
5082	3432
5148	3498
5214	3564
5280	3630
5346	3696
5412	3762
5544	3894
5610	3960
6534	4026
6600	4092
6666	4158
6732	4224
6798	4290
6864	4356
6930	4422
6996	4488
7013	4505
7062	4554
7128	4620
7194	4686
7260	4752
7326	4818
7392	4884
7458	4950
7524	5016
7590	5082
7656	5148
7722	5214
7788	5280
7854	5346
7920	5412
7986	5478
8052	5544
8118	5610
8184	5676
8250	5742
8316	5808
8382	5874
8448	5940
8514	6006
8580	6072
8646	6138
8712	6204
8778	6270
8802	6294
8826	6318
8844	6336
10428	6402
10494	6468
10560	6534
10626	6600
10692	6666
10758	6732
10824	6798
10890	6864
10956	6930
11022	6996
11088	7062
11154	7128
11220	7194
11286	7260
11352	7326
11418	7392
11484	7458
11550	7524
11616	7590
11682	7656
11748	7722
11814	7788
11880	7854
11946	7920
12012	7986
12078	8052
12144	8118
12210	8184
12276	8250
12342	8316
12408	8382
12474	8448
12540	8514
12606	8580
13662	9306
14388	9372
